ticker,weight,sector
CMIG4,0.003200280389599651,Energia Elétrica
CYRE3,0.0031848877268410443,"Construção Civil, Mat. Constr. e Decoração"
CGRA4,0.003163572191598362,Comércio (Atacado e Varejo)
LUXM4,0.0031604401931423208,Emp. Adm. Part. - Sem Setor Principal
VBBR3,0.003157695697753883,Comércio (Atacado e Varejo)
VAMO3,0.0031546766003332726,Serviços Transporte e Logística
EGIE3,0.0031542747515921382,Energia Elétrica
ANIM3,0.0031520722854220863,Educação
RIAA3,0.003142155036477037,Têxtil e Vestuário
PRNR3,0.003126160135548188,"Construção Civil, Mat. Constr. e Decoração"
ENEV3,0.003120430508248196,Energia Elétrica
BRAV3,0.003116516946183382,Petróleo e Gás
SLCE3,0.0031034423637002987,"Agricultura (Açúcar, Álcool e Cana)"
INTB3,0.003089714450951236,Comércio (Atacado e Varejo)
WDCN3,0.0030795297031617802,Comércio (Atacado e Varejo)
BEEF3,0.0030708362015039415,Alimentos
WHRL4,0.003046063340356714,"Máquinas, Equipamentos, Veículos e Peças"
ASAI3,0.0030243012919305926,Comércio (Atacado e Varejo)
SOJA3,0.003017239297941466,Alimentos
NGRD3,0.0030159808499605023,Comunicação e Informática
EVEN3,0.0029988226866094086,"Construção Civil, Mat. Constr. e Decoração"
PTBL3,0.0029876100133518365,"Construção Civil, Mat. Constr. e Decoração"
DXCO3,0.0029754369803796287,"Construção Civil, Mat. Constr. e Decoração"
LJQQ3,0.002909198929139151,Comércio (Atacado e Varejo)
PGMN3,0.002846677242891876,Comércio (Atacado e Varejo)
WLMM4,0.0028228259518540766,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças"
DOTZ3,0.002798784448627887,Comunicação e Informática
VSTE3,0.002787461199755925,Emp. Adm. Part. - Comércio (Atacado e Varejo)
SCAR3,0.0027493993024012803,Emp. Adm. Part. - Sem Setor Principal
MATD3,0.002710553174402654,Serviços Médicos
ONCO3,0.0026795349661279068,Serviços Médicos
LEVE3,0.0026748716637484955,"Máquinas, Equipamentos, Veículos e Peças"
EPAR3,0.0026670868925578136,Emp. Adm. Part. - Sem Setor Principal
TUPY3,0.0026433365298803354,Metalurgia e Siderurgia
JSLG3,0.002626931251839537,Serviços Transporte e Logística
BRAP4,0.0026061385437610675,Emp. Adm. Part. - Extração Mineral
TGMA3,0.0025914934198758934,Serviços Transporte e Logística
ALPA4,0.0025863146771483757,Têxtil e Vestuário
VIVA3,0.002569169450167429,Comércio (Atacado e Varejo)
VIVR3,0.0025605870796401972,"Construção Civil, Mat. Constr. e Decoração"
BEES3,0.0025102953923796705,Bancos
ALLD3,0.002450762405075868,Comércio (Atacado e Varejo)
BALM4,0.002444131542695283,Metalurgia e Siderurgia
MGLU3,0.0024392645839132724,Comércio (Atacado e Varejo)
UCAS3,0.0024227715531706254,"Construção Civil, Mat. Constr. e Decoração"
MDIA3,0.002399202301081721,Alimentos
EQPA3,0.0023365284103321446,Energia Elétrica
SAUD3,0.002315466741971525,Serviços Médicos
CPLE3,0.0022693029682455982,Energia Elétrica
CTKA4,0.002265918424057764,Têxtil e Vestuário
BBAS3,0.002248568754317747,Bancos
RENT3,0.002181655269166272,Serviços Transporte e Logística
BAZA3,0.002152966991682138,Bancos
BBDC4,0.0021372754150293834,Bancos
